,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
165,Garcia de Olano 2017 Olanum Vendimia Seleccionada  (Rioja),$88,14.0,750,Red,Northern Spain,Tempranillo,Garcia de Olano,94 Points,2017
166,Jax 2021 Dutton Ranch Chardonnay (Russian River Valley),$40,13.0,750,White,Sonoma,Chardonnay,Jax,94 Points,2021
167,Mauro 2018 Terreus Paraje de Cueva Baja Tempranillo (Vino de la Tierra de Castilla y León),$165,14.0,750,Red,Northern Spain,Tempranillo,Mauro,94 Points,2018
168,Mirror 2020 Chardonnay (Petaluma Gap),$55,14.0,750,White,Sonoma,Chardonnay,Mirror,94 Points,2020
169,Stonestreet 2018 Estate Cabernet Sauvignon (Alexander Valley),$55,14.0,750,Red,Sonoma,Cabernet Sauvignon,Stonestreet,94 Points,2018
170,Piper-Heidsieck 2012 Rare Rosé Millésimée Brut  (Champagne),$499,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Piper-Heidsieck,94 Points,2012
171,Madson 2021 Ascona Vineyard Pinot Noir (Santa Cruz Mountains),$60,12.0,750,Red,Central Coast,Pinot Noir,Madson,94 Points,2021
172,Medlock Ames 2019 Fifty Tons Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$110,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019
173,Stolpman 2020 Sun & Earth Ruben Solorzano Red (Ballard Canyon),$98,14.0,750,Red,Central Coast,Rhône-style Red Blend,Stolpman,94 Points,2020
174,Talley 2020 Rincon Chardonnay (Arroyo Grande Valley),$60,13.0,750,White,Central Coast,Chardonnay,Talley,94 Points,2020
175,Taub Family Vineyards 2018 Cabernet Sauvignon (Howell Mountain),$85,15.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,94 Points,2018
176,Cobden Wini 2019 Old Federal Vineyard Cabernet Sauvignon (Oakville),$98,14.0,750,Red,Napa,Cabernet Sauvignon,Cobden Wini,94 Points,2019
177,Gosset 2015 Grand Millésime Brut  (Champagne),$79,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Gosset,94 Points,2015
178,Le Brun de Neuville NV Le Chemin Empreinté Blanc de Blancs Extra Brut Chardonnay (Champagne),$102,12.0,750,Sparkling,Champagne,Chardonnay,Le Brun de Neuville,94 Points,
179,Raymond 2019 District Collection Cabernet Sauvignon (Atlas Peak),$110,15.0,750,Red,Napa,Cabernet Sauvignon,Raymond,94 Points,2019
180,Lasseter 2019 Paysage Red (Sonoma Valley),$62,15.0,750,Red,Sonoma,"Red Blends, Red Blends",Lasseter,94 Points,2019
181,Burtech Family 2018 Cabernet Sauvignon (Napa Valley),$85,14.0,750,Red,Napa,Cabernet Sauvignon,Burtech Family,94 Points,2018
182,Champagne Virginie T 2009 Brut Nature Millesimé  (Champagne),$90,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Champagne Virginie T,94 Points,2009
183,Dutton-Goldfield 2019 Fox Den Vineyard Pinot Noir (Green Valley),$74,14.0,750,Red,Sonoma,Pinot Noir,Dutton-Goldfield,94 Points,2019
184,Future Perfect 2021 Portico Hills Vineyard Grenache (Santa Barbara County),$54,13.0,750,Red,Central Coast,Grenache,Future Perfect,94 Points,2021
185,Iron Horse 2018 Classic Vintage Brut Sparkling (Green Valley),$56,13.0,750,Sparkling,Sonoma,"Sparkling Blend, Sparkling",Iron Horse,94 Points,2018
186,Masi 2017 Costasera  (Amarone della Valpolicella Classico),$80,15.0,750,Red,Veneto,"Corvina, Rondinella, Molinara, Italian Red",Masi,94 Points,2017
187,Piper-Heidsieck 2014 Vintage Brut  (Champagne),$97,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Piper-Heidsieck,94 Points,2014
188,Tablas Creek 2021 Patelin de Tablas Red (Paso Robles),$28,12.0,750,Red,Central Coast,Rhône-style Red Blend,Tablas Creek,94 Points,2021
189,Talley 2020 Oliver's Chardonnay (Edna Valley),$60,13.0,750,White,Central Coast,Chardonnay,Talley,94 Points,2020
190,Goldschmidt 2018 Game Ranch Cabernet Sauvignon (Oakville),$90,14.0,750,Red,Napa,Cabernet Sauvignon,Goldschmidt,94 Points,2018
191,Goldschmidt 2018 Yoeman Plus Cabernet Sauvignon (Alexander Valley),$120,14.0,750,Red,Sonoma,Cabernet Sauvignon,Goldschmidt,94 Points,2018
192,Smith and Sheth 2019 CRU Kawarau Pinot Noir (Central Otago),$50,13.0,750,Red,New Zealand,Pinot Noir,Smith and Sheth,94 Points,2019
193,12 Linajes 2018 Grano a Grano  (Ribera del Duero),$85,14.0,750,Red,Northern Spain,Tempranillo,12 Linajes,94 Points,12
194,Arrocal 2018 Reserva de Familia  (Ribera del Duero),$85,14.0,750,Red,Northern Spain,"Tinto Fino, Tempranillo",Arrocal,94 Points,2018
195,Cliff Lede 2019 High Fidelity Red (Napa Valley),$95,14.0,750,Red,Napa,"Red Blends, Red Blends",Cliff Lede,94 Points,2019
196,Clunia 2018 Finca El Rincón de Clunia Tempranillo (Vino de la Tierra de Castilla y León),$90,14.0,750,Red,Northern Spain,Tempranillo,Clunia,94 Points,2018
197,El Vinculo 2018 Crianza Tempranillo (La Mancha),$19,14.0,750,Red,Central Spain,Tempranillo,El Vinculo,94 Points,2018
198,Goldschmidt 2018 Yoeman Cabernet Sauvignon (Alexander Valley),$75,14.0,750,Red,Sonoma,Cabernet Sauvignon,Goldschmidt,94 Points,2018
199,Gómez de Segura 2017 Finca Ratón Reserva  (Rioja),$65,14.0,750,Red,Northern Spain,Tempranillo,Gómez de Segura,94 Points,2017
200,Kosta Browne 2019 Bootlegger's Hill Chardonnay (Russian River Valley),$165,14.0,750,White,Sonoma,Chardonnay,Kosta Browne,94 Points,2019
201,Lagana 2018 J & S Vineyards Cabernet Sauvignon (Walla Walla Valley (WA)),$40,13.0,750,Red,Columbia Valley,Cabernet Sauvignon,Lagana,94 Points,2018
202,Livius 2011  Rioja,$75,14.0,750,Red,Northern Spain,Tempranillo,Livius,94 Points,2011
203,Marqués de Murrieta 2017 Capellanía Viura (Rioja),$73,13.0,750,White,Northern Spain,"Viura, Spanish White",Marqués de Murrieta,94 Points,2017
204,Onix 2020 Classic Red (Priorat),$22,14.0,750,Red,Catalonia,"Red Blends, Red Blends",Onix,94 Points,2020
205,Torelló 2016 225 Brut Nature Sparkling (Penedès),$39,11.0,750,Sparkling,Catalonia,"Sparkling Blend, Sparkling",Torelló,94 Points,2016
206,Valdelacierva 2018 Grano a Grano  (Rioja),$90,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Valdelacierva,94 Points,2018
207,Hess Collection 2019 Mount Veeder Estate Grown Cabernet Sauvignon (Napa Valley),$90,14.0,750,Red,Napa,Cabernet Sauvignon,Hess Collection,94 Points,2019
208,Medlock Ames 2019 The Wedding Tree Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$110,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019
209,Talley 2020 Grenache (Arroyo Grande Valley),$60,14.0,750,Red,Central Coast,Grenache,Talley,94 Points,2020
210,Joseph Phelps 2019 Estate Grown Insignia Red (Napa Valley),$330,14.0,750,Red,Napa,Bordeaux-style Red Blend,Joseph Phelps,94 Points,2019
211,Kosta Browne 2019 Treehouse Vineyard Pinot Noir (Russian River Valley),$200,14.0,750,Red,Sonoma,Pinot Noir,Kosta Browne,94 Points,2019
212,Lineage 2019 Red (Livermore Valley),$175,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Lineage,94 Points,2019
213,Soutiran NV Collection Privée Grand Cru Brut  (Champagne),$95,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Soutiran,94 Points,
214,Dante Robere 2019 Purgatorio Red (Livermore Valley),$41,14.0,750,Red,Central Coast,"Cabernet Sauvignon-Petite Sirah, Red Blends",Dante Robere,94 Points,2019
215,Three Sticks 2020 Durell Vineyard Chardonnay (Sonoma Coast),$70,14.0,750,White,Sonoma,Chardonnay,Three Sticks,94 Points,2020
216,Zenato 2016 Cresasso Corvina (Veronese),$70,16.0,750,Red,Veneto,"Corvina, Italian Red",Zenato,94 Points,2016
217,Attems 2020 Cicinis Sauvignon Blanc (Collio),$30,13.0,750,White,Northeastern Italy,Sauvignon Blanc,Attems,94 Points,2020
218,Lincourt 2019 Annie Dyer Pinot Noir (Sta. Rita Hills),$66,14.0,750,Red,Central Coast,Pinot Noir,Lincourt,94 Points,2019
219,Sebastiani 2019 Cherryblock Cabernet Sauvignon (Sonoma Valley),$150,14.0,750,Red,Sonoma,Cabernet Sauvignon,Sebastiani,94 Points,2019
220,Emeritus 2019 Pinot Hill Pinot Noir (Sonoma Coast),$65,13.0,750,Red,Sonoma,Pinot Noir,Emeritus,94 Points,2019
221,Patz & Hall 2019 Pinot Noir (Sonoma Coast),$48,14.0,750,Red,Sonoma,Pinot Noir,Patz & Hall,94 Points,2019
222,Two Paddocks 2019 The Last Chance Pinot Noir (Central Otago),$80,13.0,750,Red,New Zealand,Pinot Noir,Two Paddocks,94 Points,2019
223,Alberto Orte 2015 Calma Crianza  (Rioja),$22,14.0,750,Red,Northern Spain,Tempranillo,Alberto Orte,94 Points,2015
224,Beronia 2013 Gran Reserva  (Rioja),$30,14.0,750,Red,Northern Spain,Tempranillo,Beronia,94 Points,2013
225,Familia Chávarri 2011 Izarbe Reserva  (Rioja),$35,14.0,750,Red,Northern Spain,Tempranillo,Familia Chávarri,94 Points,2011
226,Finca Allende 2015  Rioja,$30,14.0,750,Red,Northern Spain,Tempranillo,Finca Allende,94 Points,2015
227,Fort Ross Vineyard 2019 Fort Ross Vineyard Chardonnay (Fort Ross-Seaview),$48,13.0,750,White,Sonoma,Chardonnay,Fort Ross Vineyard,94 Points,2019
228,Mauritson 2019 Positas Cabernet Sauvignon (Sonoma County),$95,14.0,750,Red,Sonoma,Cabernet Sauvignon,Mauritson,94 Points,2019
229,Terre Rouge 2019 High Slopes Syrah (Sierra Foothills),$48,14.0,750,Red,Sierra Foothills,Syrah,Terre Rouge,94 Points,2019
230,La Casaccia Di Franceschi 2019 San Leopoldo Merlot (Rosso di Toscana),$110,14.0,750,Red,Tuscany,Merlot,La Casaccia Di Franceschi,94 Points,2019
231,Medlock Ames 2019 The Flag Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$200,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019
232,Philipponnat 2016 Blanc de Noirs Extra Brut Pinot Noir (Champagne),N/A,12.0,750,Sparkling,Champagne,Pinot Noir,Philipponnat,94 Points,2016
233,MacRostie 2020 Nightwing Vineyard Chardonnay (Petaluma Gap),$48,14.0,750,White,Sonoma,Chardonnay,MacRostie,94 Points,2020
234,Rusack 2019 Mt. Carmel Vineyard Chardonnay (Sta. Rita Hills),$55,13.0,750,White,Central Coast,Chardonnay,Rusack,94 Points,2019
235,Kosta Browne 2020 Pinot Noir (Russian River Valley),$115,14.0,750,Red,Sonoma,Pinot Noir,Kosta Browne,94 Points,2020
236,Sleight of Hand 2020 The Enchantress French Creek Vineyard Chardonnay (Yakima Valley),$35,13.0,750,White,Columbia Valley,Chardonnay,Sleight of Hand,94 Points,2020
237,Chalk Hill 2018 Clara's Vineyard Red (Chalk Hill),$85,15.0,750,Red,Sonoma,"Red Blends, Red Blends",Chalk Hill,94 Points,2018
238,Gary Farrell 2019 Martaella Vineyard Pinot Noir (Russian River Valley),$70,13.0,750,Red,Sonoma,Pinot Noir,Gary Farrell,94 Points,2019
239,Peachy Canyon 2020 D Block Zinfandel (Paso Robles),$85,15.0,750,Red,Central Coast,Zinfandel,Peachy Canyon,94 Points,2020
240,Roth 2019 Reserve Cabernet Sauvignon (Alexander Valley),$85,15.0,750,Red,Sonoma,Cabernet Sauvignon,Roth,94 Points,2019
241,Taub Family Vineyards 2018 Beckstoffer Vineyard Georges III Cabernet Sauvignon (Rutherford),$150,14.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,94 Points,2018
242,DK Wine Group 2020 Convene by Dan Kosta Chardonnay (Russian River Valley),$52,14.0,750,White,Sonoma,Chardonnay,DK Wine Group,94 Points,2020
243,Three Sticks 2020 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),$75,14.0,750,Red,Sonoma,Pinot Noir,Three Sticks,94 Points,2020
244,Auclair 2019 Left Blend Red (Red Mountain),$50,13.0,750,Red,Columbia Valley,Bordeaux-style Red Blend,Auclair,94 Points,2019
245,Bodegas Monpás 2018 Era Costana Reserva  (Rioja),$22,13.0,750,Red,Northern Spain,Tempranillo,Bodegas Monpás,94 Points,2018
246,Consejo de la Alta 2017 Cata de Consejero  (Rioja),$48,13.0,750,Red,Northern Spain,Tempranillo,Consejo de la Alta,94 Points,2017
247,Croix 2020 12 Rows Ritchie Vineyard Chardonnay (Russian River Valley),$75,14.0,750,White,Sonoma,Chardonnay,Croix,94 Points,2020
248,Daryl Rex Groom 2020 Daryl Rex Groom D.R.G. Cabernet Sauvignon (Alexander Valley),$37,14.0,750,Red,Sonoma,Cabernet Sauvignon,Daryl Rex Groom,94 Points,2020
249,Dunites 2021 Bassi Vineyard Pinot Noir,$42,12.0,750,Red,California Other,Pinot Noir,Dunites,94 Points,2021
250,Elias Mora 2017 Descarte  (Toro),$65,14.0,750,Red,Northern Spain,"Tinta de Toro, Tempranillo",Elias Mora,94 Points,2017
251,Macauley 2021 Bacigalupi Vineyard Chardonnay (Russian River Valley),N/A,13.0,750,White,Sonoma,Chardonnay,Macauley,94 Points,2021
252,Marqués de Vargas 2017 Reserva  (Rioja),$44,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Marqués de Vargas,94 Points,2017
253,Teso La Monja 2016 Victorino  (Toro),$70,14.0,750,Red,Northern Spain,"Tinta del Toro, Tempranillo",Teso La Monja,94 Points,2016
254,Charles Heidsieck NV Blanc de Blancs Brut Chardonnay (Champagne),$100,12.0,750,Sparkling,Champagne,Chardonnay,Charles Heidsieck,94 Points,
255,Albert Bichot 2020 Rochegrès Domaine de Rochegrès  (Moulin-à-Vent),$58,14.0,750,Red,Beaujolais,Gamay,Albert Bichot,94 Points,2020
256,Filodivino 2020 Coccio Verdicchio (Marche),$27,13.0,750,White,Central Italy,"Verdicchio, Italian White",Filodivino,94 Points,2020
257,Talley 2020 Rincon Pinot Noir (Arroyo Grande Valley),$85,13.0,750,Red,Central Coast,Pinot Noir,Talley,94 Points,2020
258,Talley 2020 Rosemary's Chardonnay (Arroyo Grande Valley),$70,13.0,750,White,Central Coast,Chardonnay,Talley,94 Points,2020
259,Talley 2020 Stone Corral Pinot Noir (Edna Valley),$85,13.0,750,Red,Central Coast,Pinot Noir,Talley,94 Points,2020
260,Guarachi Family 2019 Meadowrock Estate Cabernet Sauvignon (Atlas Peak),$95,14.0,750,Red,Napa,Cabernet Sauvignon,Guarachi Family,94 Points,2019
261,Stolpman 2021 G-S-M (Ballard Canyon),$40,14.0,750,Red,Central Coast,"G-S-M, Rhône-style Red Blend",Stolpman,94 Points,2021
262,Bernard Lonclas 2013 Blanc de Blancs Extra Brut Vintage Chardonnay (Champagne),$99,12.0,750,Sparkling,Champagne,Chardonnay,Bernard Lonclas,94 Points,2013
263,Glunz 2019 Reserve Cabernet Sauvignon (Paso Robles),$40,14.0,750,Red,Central Coast,Cabernet Sauvignon,Glunz,94 Points,2019
264,J. Cage Cellars 2019 El Coro Vineyard Pinot Noir (Petaluma Gap),$54,14.0,750,Red,Sonoma,Pinot Noir,J. Cage Cellars,94 Points,2019
265,J. de Telmont 2013 Blanc de Blancs Brut Chardonnay (Champagne),$188,12.0,750,Sparkling,Champagne,Chardonnay,J. de Telmont,94 Points,2013
266,Mamete Prevostini 2019 Marena Sassella  (Valtellina Superiore),$40,14.0,750,Red,Lombardy,Nebbiolo,Mamete Prevostini,94 Points,2019
267,Patz & Hall 2019 Moses-Hall Vineyard Pinot Noir (Carneros),$80,14.0,750,Red,Napa-Sonoma,Pinot Noir,Patz & Hall,94 Points,2019
268,Vöcal 2019 Bates Ranch Cabernet Sauvignon (Santa Cruz Mountains),$95,13.0,750,Red,Central Coast,Cabernet Sauvignon,Vöcal,94 Points,2019
269,Dutton-Goldfield 2019 Deviate Pinot Noir (Sonoma Coast),$78,14.0,750,Red,Sonoma,Pinot Noir,Dutton-Goldfield,94 Points,2019
270,Epiphany 2019 Thompson Vineyard G-S-M (Santa Barbara County),$45,14.0,750,Red,Central Coast,"G-S-M, Rhône-style Red Blend",Epiphany,94 Points,2019
271,Hendry 2019 Blocks 7 & 22 Zinfandel (Napa Valley),$38,15.0,750,Red,Napa,Zinfandel,Hendry,94 Points,2019
272,Kunde 2018 Drummond Cabernet Sauvignon (Sonoma Valley),$60,14.0,750,Red,Sonoma,Cabernet Sauvignon,Kunde,94 Points,2018
273,Aperture 2019 SJ Ranch Vineyard Cabernet Sauvignon (Alexander Valley),$150,14.0,750,Red,Sonoma,Cabernet Sauvignon,Aperture,94 Points,2019
274,Arzuaga 2010 Gran Reserva  (Ribera del Duero),$120,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Arzuaga,94 Points,2010
275,Finca Río Negro 2016 5 Año Tempranillo (Tierra de Castilla),$45,14.0,750,Red,Central Spain,Tempranillo,Finca Río Negro,94 Points,2016
276,:Nota Bene 2017 StoneTree Vineyard Petit Verdot (Wahluke Slope),$30,14.0,750,Red,Columbia Valley,Petit Verdot,:Nota Bene,94 Points,2017
277,Pine Ridge 2019 Cabernet Sauvignon (Rutherford),$100,14.0,750,Red,Napa,Cabernet Sauvignon,Pine Ridge,94 Points,2019
278,Señorío de Villarrica 2016 Reserva  (Rioja),$55,14.0,750,Red,Northern Spain,Tempranillo,Señorío de Villarrica,94 Points,2016
279,Von Strasser 2018 Von Strasser Vineyard 2131 Cabernet Sauvignon (Diamond Mountain District),$80,14.0,750,Red,Napa,Cabernet Sauvignon,Von Strasser,94 Points,2018
280,Lone Madrone 2021 Wirz Vineyard Riesling (Cienega Valley),$35,12.0,750,White,Central Coast,Riesling,Lone Madrone,93 Points,2021
281,Migration 2020 Chardonnay (Sonoma Coast),$42,13.0,750,White,Sonoma,Chardonnay,Migration,93 Points,2020
282,Pine Ridge 2019 Cabernet Sauvignon (Oakville),$100,15.0,750,Red,Napa,Cabernet Sauvignon,Pine Ridge,93 Points,2019
283,Sleight of Hand 2019 The Archimage Reserve Red (Columbia Valley (WA)),$65,14.0,750,Red,Columbia Valley,"Red Blends, Red Blends",Sleight of Hand,93 Points,2019
284,Le Brun de Neuville NV La Croisée des Chemins Extra Brut  (Champagne),$102,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Le Brun de Neuville,93 Points,
285,Mt. Brave 2019 Cabernet Franc (Mount Veeder),$95,14.0,750,Red,Napa,Cabernet Franc,Mt. Brave,93 Points,2019
286,Saint K 2021 Yokai Chardonnay (Santa Barbara County),$60,13.0,750,White,Central Coast,Chardonnay,Saint K,93 Points,2021
287,Tolosa 2020 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),$94,13.0,750,White,Central Coast,Chardonnay,Tolosa,93 Points,2020
288,Banshee 2021 Pinot Noir (Sonoma County),$25,13.0,750,Red,Sonoma,Pinot Noir,Banshee,93 Points,2021
289,Château de la Chaize 2019  Fleurie,$20,13.0,750,Red,Beaujolais,Gamay,Château de la Chaize,93 Points,2019
290,MacRostie 2020 The Key Chardonnay (Sonoma Coast),$75,14.0,750,White,Sonoma,Chardonnay,MacRostie,93 Points,2020
291,Soutiran NV Perle Noire Grand Cry Brut Pinot Noir (Champagne),$85,12.0,750,Sparkling,Champagne,Pinot Noir,Soutiran,93 Points,
292,Ferrari-Carano 2018 Cabernet Sauvignon (Sonoma County),$45,14.0,750,Red,Sonoma,Cabernet Sauvignon,Ferrari-Carano,93 Points,2018
293,Masi 2016  Amarone della Valpolicella Classico,$100,15.0,750,Red,Veneto,"Red Blends, Red Blends",Masi,93 Points,2016
294,Sandiha 2018 S Platinum Cabernet Sauvignon (Oakville),$120,13.0,750,Red,Napa,Cabernet Sauvignon,Sandiha,93 Points,2018
295,Summerland 2020 Robert Rae Vineyard Syrah (Sta. Rita Hills),$49,14.0,750,Red,Central Coast,Syrah,Summerland,93 Points,2020
296,San Pedro 2019 Cabo de Hornos Cabernet Sauvignon (Cachapoal Valley),$60,14.0,750,Red,Chile,Cabernet Sauvignon,San Pedro,93 Points,2019
297,Three Sticks 2020 Walala Vineyard Pinot Noir (Sonoma Coast),$75,14.0,750,Red,Sonoma,Pinot Noir,Three Sticks,93 Points,2020
298,Château du Coudray Montpensier 2018 Gaudéamus Cuvée d'Excellence  (Chinon),$35,14.0,750,Red,Loire Valley,Cabernet Franc,Château du Coudray Montpensier,93 Points,2018
299,Dutton-Goldfield 2019 Van Der Kamp Pinot Noir (Sonoma Mountain),$72,14.0,750,Red,Sonoma,Pinot Noir,Dutton-Goldfield,93 Points,2019
300,Loveblock 2021 Tee Sauvignon Blanc (Marlborough),$34,13.0,750,White,New Zealand,Sauvignon Blanc,Loveblock,93 Points,2021
301,Alberto Orte 2018 La Antiguia Clásico Blanco White (Rioja),$32,12.0,750,White,Northern Spain,White Blend,Alberto Orte,93 Points,2018
302,Aperture 2019 Del Rio Vineyards Cabernet Sauvignon (Alexander Valley),$150,14.0,750,Red,Sonoma,Cabernet Sauvignon,Aperture,93 Points,2019
303,Arinzano 2016 Gran Vino Blanco Chardonnay (Navarra),$80,14.0,750,White,Northern Spain,Chardonnay,Arinzano,93 Points,2016
304,Bodegas Franco-Españolas 2012 Royal Gran Reserva  (Rioja),$72,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Bodegas Franco-Españolas,93 Points,2012
305,Château la Couspaude 2019  Saint-Émilion,$95,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château la Couspaude,93 Points,2019
306,Château la Couspaude 2020  Saint-Émilion,$95,14.0,750,Red,Bordeaux,Bordeaux-style Red Blend,Château la Couspaude,93 Points,2020
307,Dossier 2021 Syrah Rosé (Columbia Valley (WA)),$28,13.0,750,Rose,Columbia Valley,Rosé,Dossier,93 Points,2021
308,Granbazán 2021 Etiqueta Ámbar Albariño (Rías Baixas),$25,12.0,750,White,Galicia,Albariño,Granbazán,93 Points,2021
309,Laurel Glen 2019 Counterpoint Cabernet Sauvignon (Sonoma Mountain),$55,14.0,750,Red,Sonoma,Cabernet Sauvignon,Laurel Glen,93 Points,2019
310,Manuel Manzaneque Suárez 2018 Mil Cepas Cencibel (Vino de la Tierra de Castilla),$65,13.0,750,Red,Central Spain,"Cencibel, Tempranillo",Manuel Manzaneque Suárez,93 Points,2018
311,Medlock Ames 2021 Burning Daylight Sauvignon Blanc (Alexander Valley),$55,14.0,750,White,Sonoma,Sauvignon Blanc,Medlock Ames,93 Points,2021
312,Papapietro Perry 2019 777 Clones Pinot Noir (Russian River Valley),$82,13.0,750,Red,Sonoma,Pinot Noir,Papapietro Perry,93 Points,2019
313,Sei Solo 2018 Preludio  (Ribera del Duero),$56,15.0,750,Red,Northern Spain,Tempranillo,Sei Solo,93 Points,2018
314,Vatan 2017  Toro,$45,15.0,750,Red,Northern Spain,"Tinta de Toro, Tempranillo",Vatan,93 Points,2017
315,Boizel 2012 Grand Vintage  (Champagne),$102,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Boizel,93 Points,2012
316,Hanna 2021 Chardonnay (Russian River Valley),$31,14.0,750,White,Sonoma,Chardonnay,Hanna,93 Points,2021
317,Lone Madrone 2021 Oveja White (Paso Robles Willow Creek District),$40,12.0,750,White,Central Coast,Rhône-style White Blend,Lone Madrone,93 Points,2021
318,Riverbench 2018 Brut Rosé Sparkling (Santa Maria Valley),$48,11.0,750,Sparkling,Central Coast,"Sparkling Blend, Sparkling",Riverbench,93 Points,2018
319,Soutiran 2015 Millésimé Grand Cru Brut  (Champagne),N/A,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Soutiran,93 Points,2015
320,Lone Madrone 2021 Oveja White (Paso Robles Willow Creek District),$40,12.0,750,White,Central Coast,Rhône-style White Blend,Lone Madrone,93 Points,2021
321,Riverbench 2018 Brut Rosé Sparkling (Santa Maria Valley),$48,11.0,750,Sparkling,Central Coast,"Sparkling Blend, Sparkling",Riverbench,93 Points,2018
322,Soutiran 2015 Millésimé Grand Cru Brut  (Champagne),N/A,12.0,750,Sparkling,Champagne,"Champagne Blend, Sparkling",Soutiran,93 Points,2015
323,Synne 2020 Superiority Complex Cabernet Sauvignon (Walla Walla Valley (WA)),$49,14.0,750,Red,Columbia Valley,Cabernet Sauvignon,Synne,93 Points,2020
324,Taub Family Vineyards 2019 Beckstoffer Vineyard Georges III Cabernet Sauvignon (Rutherford),$150,14.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,93 Points,2019
325,Blue Rock 2020 Gapstone Vineyard Pinot Noir (Petaluma Gap),$60,14.0,750,Red,Sonoma,Pinot Noir,Blue Rock,93 Points,2020
326,Domaine des Marrans 2020 Corcelette  (Morgon),$25,13.0,750,Red,Beaujolais,Gamay,Domaine des Marrans,93 Points,2020
327,Gary Farrell 2019 Westside Farms Chardonnay (Russian River Valley),$55,14.0,750,White,Sonoma,Chardonnay,Gary Farrell,93 Points,2019
328,Midnight 2019 Gemini Reserve Red (Paso Robles),$65,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Midnight,93 Points,2019
