,Unnamed: 0,Name,Price,Alcohol,Bottle,Category,From,Variety,Winery,Score,Year
<<<<<<< HEAD
38,38,Bodegas Olarra 2011 Laztana Gran Reserva  (Rioja),$60 ,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Bodegas Olarra,96 Points,2011.0
39,39,Devil Proof 2019 Farrow Ranch Malbec (Alexander Valley),$275 ,15.0,750,Red,Sonoma,Malbec,Devil Proof,96 Points,2019.0
40,40,R. Lopez de Heredia 2010 Viña Tondonia Reserva  (Rioja),$55 ,13.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",R. Lopez de Heredia,96 Points,2010.0
41,41,Talley 2020 Syrah (Arroyo Grande Valley),$60 ,14.0,750,Red,Central Coast,Syrah,Talley,96 Points,2020.0
43,43,Lineage 2019 The Premier Cabernet Sauvignon (Livermore Valley),$125 ,14.0,750,Red,Central Coast,Cabernet Sauvignon,Lineage,96 Points,2019.0
44,44,Hertelendy 2018 Signature Mountain Red (Napa Valley),$150 ,14.0,750,Red,Napa,Bordeaux-style Red Blend,Hertelendy,96 Points,2018.0
45,45,Talley 2019 The Adobe Pinot Noir (Arroyo Grande Valley),$150 ,14.0,750,Red,Central Coast,Pinot Noir,Talley,96 Points,2019.0
46,46,Taub Family Vineyards 2019 Cabernet Sauvignon (Mount Veeder),$85 ,14.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,96 Points,2019.0
47,47,Vega Sicilia 2017 Pintia  (Toro),$88 ,15.0,750,Red,Northern Spain,"Tinta del Toro, Tempranillo",Vega Sicilia,96 Points,2017.0
48,48,Ancien 2019 Jouissance Pinot Noir (Russian River Valley),$58 ,14.0,750,Red,Sonoma,Pinot Noir,Ancien,96 Points,2019.0
49,49,Fernández Rivera 2018 Tinto Pesquera Reserva  (Ribera del Duero),$60 ,14.0,750,Red,Northern Spain,Tempranillo,Fernández Rivera,96 Points,2018.0
50,50,Mauro 2018 VS Tempranillo (Vino de la Tierra de Castilla y León),$110 ,14.0,750,Red,Northern Spain,Tempranillo,Mauro,96 Points,2018.0
51,51,Mayacamas 2018 Cabernet Sauvignon (Mount Veeder),$150 ,14.0,750,Red,Napa,Cabernet Sauvignon,Mayacamas,96 Points,2018.0
52,52,Caladan 2019 Cabernet Franc (Napa Valley),$250 ,14.0,750,Red,Napa,Cabernet Franc,Caladan,96 Points,2019.0
53,53,Croix 2020 Richard Dinner Vineyard Chardonnay (Sonoma Mountain),$75 ,14.0,750,White,Sonoma,Chardonnay,Croix,96 Points,2020.0
54,54,Baca 2020 Tug o' War Maffei Vineyard Zinfandel (Russian River Valley),$70 ,15.0,750,Red,Sonoma,Zinfandel,Baca,95 Points,2020.0
55,55,Pine Ridge 2019 Cabernet Sauvignon (Stags Leap District),$140 ,15.0,750,Red,Napa,Cabernet Sauvignon,Pine Ridge,95 Points,2019.0
56,56,Stolpman 2020 The Great Places August James Stolpman Syrah (Ballard Canyon),$98 ,14.0,750,Red,Central Coast,Syrah,Stolpman,95 Points,2020.0
59,59,La Jota Vineyard 2019 Cabernet Franc (Howell Mountain),$125 ,14.0,750,Red,Napa,Cabernet Franc,La Jota Vineyard,95 Points,2019.0
60,60,Raymond 2019 District Collection Cabernet Sauvignon (Howell Mountain),$115 ,14.0,750,Red,Napa,Cabernet Sauvignon,Raymond,95 Points,2019.0
61,61,Tedeschi 2018 Marne 180  (Amarone della Valpolicella),$60 ,16.0,750,Red,Veneto,"Red Blends, Red Blends",Tedeschi,95 Points,2018.0
62,62,Shared Notes 2021 Les Leçons des Maîtres Sauvignon Blanc-Semillon (Russian River Valley),$75 ,13.0,750,White,Sonoma,"Sauvignon Blanc-Semillon, Bordeaux-style White Blend",Shared Notes,95 Points,2021.0
63,63,Tolosa 2020 Drum Canyon Vineyard Pinot Noir (Sta. Rita Hills),$132 ,14.0,750,Red,Central Coast,Pinot Noir,Tolosa,95 Points,2020.0
64,64,Three Sticks 2020 Alana Vineyard Chardonnay (Russian River Valley),$75 ,14.0,750,White,Sonoma,Chardonnay,Three Sticks,95 Points,2020.0
65,65,Ten Acre 2019 Earl Stephens Vineyard Pinot Noir (Russian River Valley),$70 ,14.0,750,Red,Sonoma,Pinot Noir,Ten Acre,95 Points,2019.0
66,66,Alberto Orte 2010 La Antigua Clásico Gran Reserva  (Rioja),$60 ,13.0,750,Red,Northern Spain,"Red Blends, Red Blends",Alberto Orte,95 Points,2010.0
67,67,Campo Eliseo 2017  Toro,$75 ,14.0,750,Red,Northern Spain,"Tinta de Toro, Tempranillo",Campo Eliseo,95 Points,2017.0
69,69,Terre Rouge 2019 Ascent Syrah (Sierra Foothills),$100 ,14.0,750,Red,Sierra Foothills,Syrah,Terre Rouge,95 Points,2019.0
70,70,Ridge 2020 Evangelho Red (Contra Costa County),$37 ,13.0,750,Red,Central Coast,"Red Blends, Red Blends",Ridge,95 Points,2020.0
71,71,Taub Family Vineyards 2018 Cabernet Sauvignon (Mount Veeder),$85 ,14.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,95 Points,2018.0
72,72,Ancien 2019 Mink Vineyard Pinot Noir (Coombsville),$60 ,14.0,750,Red,Napa,Pinot Noir,Ancien,95 Points,2019.0
74,74,Tres Perlas 2020 Renteria Brown Ranch Chardonnay (Los Carneros),$80 ,14.0,750,White,Napa-Sonoma,Chardonnay,Tres Perlas,95 Points,2020.0
75,75,Turnbull 2019 Fortuna Vineyard Estate Grown Cabernet Sauvignon (Oakville),$145 ,14.0,750,Red,Napa,Cabernet Sauvignon,Turnbull,95 Points,2019.0
76,76,MacRostie 2020 Dutton Ranch Chardonnay (Russian River Valley),$48 ,14.0,750,White,Sonoma,Chardonnay,MacRostie,95 Points,2020.0
77,77,Masi 2013 Mazzano  (Amarone della Valpolicella Classico),$190 ,16.0,750,Red,Veneto,"Corvina, Rondinella, Molinara, Italian Red",Masi,95 Points,2013.0
78,78,Penfolds 2019 Bin 149 Wine of the World Cabernet Sauvignon (America),$150 ,14.0,750,Red,US,Cabernet Sauvignon,Penfolds,95 Points,2019.0
79,79,Thacher 2019 Homestead Hill Vineyard Syrah (Paso Robles Willow Creek District),$52 ,14.0,750,Red,Central Coast,Syrah,Thacher,95 Points,2019.0
80,80,Marimar 2019 Doña Margarita Vineyard Método Antiguo Pinot Noir (Sonoma Coast),$66 ,13.0,750,Red,Sonoma,Pinot Noir,Marimar,95 Points,2019.0
81,81,Three Sticks 2020 William James Vineyard Pinot Noir (Russian River Valley),$75 ,14.0,750,Red,Sonoma,Pinot Noir,Three Sticks,95 Points,2020.0
82,82,Stag's Leap Wine Cellars 2020 Arcadia Chardonnay (Napa Valley),$65 ,14.0,750,White,Napa,Chardonnay,Stag's Leap Wine Cellars,95 Points,2020.0
83,83,Future Perfect 2021 The Joy Fantastic Vineyard Pinot Noir (Sta. Rita Hills),$70 ,12.0,750,Red,Central Coast,Pinot Noir,Future Perfect,95 Points,2021.0
84,84,Protos 2018 Selección Finca El Grajo Viejo  (Ribera del Duero),$99 ,15.0,750,Red,Northern Spain,Tempranillo,Protos,95 Points,2018.0
85,85,Rolland & Galarreta 2014 Tempranillo  (Rioja),$18 ,14.0,750,Red,Northern Spain,Tempranillo,Rolland & Galarreta,95 Points,2014.0
86,86,Spottswoode 2019 Lyndenhurst Cabernet Sauvignon (Napa Valley),$90 ,13.0,750,Red,Napa,Cabernet Sauvignon,Spottswoode,95 Points,2019.0
89,89,Raymond 2019 District Collection Cabernet Sauvignon (Diamond Mountain District),$110 ,14.0,750,Red,Napa,Cabernet Sauvignon,Raymond,95 Points,2019.0
90,90,Rusack 2019 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),$40 ,14.0,750,White,Central Coast,Chardonnay,Rusack,95 Points,2019.0
91,91,Tres Perlas 2019 Adonde Beckstoffer To Kalon Cabernet Franc (Oakville),$250 ,15.0,750,Red,Napa,Cabernet Franc,Tres Perlas,95 Points,2019.0
94,94,Patz & Hall 2019 Chenoweth Ranch Pinot Noir (Russian River Valley),$65 ,14.0,750,Red,Sonoma,Pinot Noir,Patz & Hall,95 Points,2019.0
95,95,Stonestreet 2019 Upper Barn Vineyard Chardonnay (Alexander Valley),$150 ,14.0,750,White,Sonoma,Chardonnay,Stonestreet,95 Points,2019.0
96,96,Davies 2019 Renteria 360 Vineyard Cabernet Sauvignon (Oakville),$115 ,14.0,750,Red,Napa,Cabernet Sauvignon,Davies,95 Points,2019.0
97,97,Gallo Signature Series 2019 Gina Gallo Cabernet Sauvignon (Napa Valley),$55 ,14.0,750,Red,Napa,Cabernet Sauvignon,Gallo Signature Series,95 Points,2019.0
99,99,Marqués de Riscal 2016 Gran Reserva  (Rioja),$45 ,15.0,750,Red,Northern Spain,Tempranillo,Marqués de Riscal,95 Points,2016.0
100,100,Stag's Leap Wine Cellars 2019 Cask 23 Cabernet Sauvignon (Stags Leap District),$315 ,14.0,750,Red,Napa,Cabernet Sauvignon,Stag's Leap Wine Cellars,95 Points,2019.0
101,101,Venge 2019 Bone Ash Vineyard Cabernet Sauvignon (Calistoga),$125 ,14.0,750,Red,Napa,Cabernet Sauvignon,Venge,95 Points,2019.0
102,102,Captûre 2019 Estate Vineyard Merlot (Pine Mountain-Cloverdale Peak),$65 ,14.0,750,Red,Sonoma,Merlot,Captûre,95 Points,2019.0
103,103,Cliff Lede 2019 Cabernet Sauvignon (Stags Leap District),$82 ,14.0,750,Red,Napa,Cabernet Sauvignon,Cliff Lede,95 Points,2019.0
104,104,Contino 2018 Reserva  (Rioja),$50 ,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Contino,95 Points,2018.0
105,105,Devil Proof 2019 Rockpile Ridge Malbec (Rockpile),$275 ,15.0,750,Red,Sonoma,Malbec,Devil Proof,95 Points,2019.0
106,106,Pago de Carraovejas 2018 El Anejón  (Ribera del Duero),$150 ,15.0,750,Red,Northern Spain,"Red Blends, Red Blends",Pago de Carraovejas,95 Points,2018.0
109,109,Kosta Browne 2020 One-Sixteen Chardonnay (Russian River Valley),$85 ,13.0,750,White,Sonoma,Chardonnay,Kosta Browne,95 Points,2020.0
111,111,Tedeschi 2016 Maternigo Riserva  (Amarone della Valpolicella),$175 ,17.0,750,Red,Veneto,"Red Blends, Red Blends",Tedeschi,95 Points,2016.0
113,113,Ancien 2019 Red Dog Pinot Noir (Sonoma Mountain),$65 ,14.0,750,Red,Sonoma,Pinot Noir,Ancien,95 Points,2019.0
114,114,Gary Farrell 2019 Rochioli Vineyard Pinot Noir (Russian River Valley),$85 ,14.0,750,Red,Sonoma,Pinot Noir,Gary Farrell,95 Points,2019.0
115,115,LVE 2019 Legend Vineyard Exclusive Cabernet Sauvignon (Napa Valley),$85 ,14.0,750,Red,Napa,Cabernet Sauvignon,LVE,95 Points,2019.0
116,116,Taub Family Vineyards 2018 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),$125 ,14.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,95 Points,2018.0
117,117,Tedeschi 2016 Capitel Monte Olmi Riserva  (Amarone della Valpolicella Classico),$99 ,17.0,750,Red,Veneto,"Red Blends, Red Blends",Tedeschi,95 Points,2016.0
118,118,Peter Zemmer 2019 Giatl Reserva Pinot Grigio (Alto Adige),$42 ,14.0,750,White,Northeastern Italy,Pinot Grigio,Peter Zemmer,95 Points,2019.0
121,121,Terre Rouge 2019 L'Autre Red (Sierra Foothills),$40 ,14.0,750,Red,Sierra Foothills,Rhône-style Red Blend,Terre Rouge,95 Points,2019.0
122,122,Ukan 2018  Rioja,$110 ,13.0,750,Red,Northern Spain,Tempranillo,Ukan,95 Points,2018.0
123,123,Vega Sicilia 2018 Alion  (Ribera del Duero),$126 ,15.0,750,Red,Northern Spain,"Tinto Fino, Tempranillo",Vega Sicilia,95 Points,2018.0
124,124,Chappellet 2021 Signature Chenin Blanc (Napa Valley),$65 ,14.0,750,White,Napa,Chenin Blanc,Chappellet,95 Points,2021.0
125,125,Copain Wines 2019 Brosseau Syrah (Chalone),$60 ,13.0,750,Red,Central Coast,Syrah,Copain Wines,95 Points,2019.0
126,126,Macauley 2019 Beckstoffer To Kalon Cabernet Franc (Napa Valley),$250 ,15.0,750,Red,Napa,Cabernet Franc,Macauley,95 Points,2019.0
127,127,Stolpman 2019 The Great Places Ruben Solorzano Syrah (Ballard Canyon),$98 ,14.0,750,Red,Central Coast,Syrah,Stolpman,95 Points,2019.0
128,128,Stolpman 2020 Hair of the Bear Red (Ballard Canyon),$52 ,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Stolpman,95 Points,2020.0
131,131,Grieve 2019 Double Eagle Cabernet Sauvignon (Napa Valley),$225 ,14.0,750,Red,Napa,Cabernet Sauvignon,Grieve,95 Points,2019.0
132,132,Two Paddocks 2019 The Fusilier Pinot Noir (Central Otago),$80 ,13.0,750,Red,New Zealand,Pinot Noir,Two Paddocks,95 Points,2019.0
133,133,Roth 2019 Ode To The Beast Cabernet Sauvignon (Alexander Valley),$95 ,15.0,750,Red,Sonoma,Cabernet Sauvignon,Roth,95 Points,2019.0
134,134,Taub Family Vineyards 2019 Morisoli-Borges Vineyard Cabernet Sauvignon (Rutherford),$125 ,15.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,95 Points,2019.0
135,135,Seña 2020 Vinedo Chadwick Cabernet Sauvignon (Maipo Valley),$350 ,13.0,750,Red,Chile,Cabernet Sauvignon,Seña,95 Points,2020.0
136,136,Bodegas Franco-Españolas 2012 Excelso Gran Reserva  (Rioja),$68 ,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Bodegas Franco-Españolas,95 Points,2012.0
137,137,Croix 2020 Starlings' Roost Dutton Ranch Morelli Lane Vineyard Chardonnay (Russian River Valley),$75 ,14.0,750,White,Sonoma,Chardonnay,Croix,95 Points,2020.0
138,138,Future Perfect 2021 The Joy Fantastic Vineyard Syrah (Sta. Rita Hills),$68 ,13.0,750,Red,Central Coast,Syrah,Future Perfect,95 Points,2021.0
139,139,Louis M. Martini 2018 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),$125 ,16.0,750,Red,Sonoma,Cabernet Sauvignon,Louis M. Martini,95 Points,2018.0
140,140,Volver 2018 Rafael Canizares Cuvée Old Vines Unfiltered Tempranillo (Castilla La Mancha),$45 ,15.0,750,Red,Central Spain,Tempranillo,Volver,95 Points,2018.0
141,141,Zinio 2011 Selección De Suelos  (Rioja),$80 ,14.0,750,Red,Northern Spain,Tempranillo,Zinio,95 Points,2011.0
143,143,Howell Mountain Vineyards 2018 Beatty Ranch Cabernet Sauvignon (Howell Mountain),$150 ,14.0,750,Red,Napa,Cabernet Sauvignon,Howell Mountain Vineyards,94 Points,2018.0
144,144,La Casaccia Di Franceschi 2019 San Leopoldo Cabernet Sauvignon-Merlot (Rosso di Toscana),$110 ,14.0,750,Red,Tuscany,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend",La Casaccia Di Franceschi,94 Points,2019.0
145,145,Madson 2021 Ascona Vineyard Syrah (Santa Cruz Mountains),$48 ,12.0,750,Red,Central Coast,Syrah,Madson,94 Points,2021.0
148,148,Davies 2019 Winfield Vineyard Cabernet Sauvignon (Calistoga),$115 ,14.0,750,Red,Napa,Cabernet Sauvignon,Davies,94 Points,2019.0
149,149,Davies Vineyard 2018 J. Davies Jamie Red (Diamond Mountain District),$245 ,15.0,750,Red,Napa,Bordeaux-style Red Blend,Davies Vineyard,94 Points,2018.0
151,151,Rusack 2018 Mt. Carmel Vineyard Pinot Noir (Sta. Rita Hills),$65 ,13.0,750,Red,Central Coast,Pinot Noir,Rusack,94 Points,2018.0
152,152,Davies 2019 Criscione Vineyard Cabernet Sauvignon (St. Helena),$125 ,15.0,750,Red,Napa,Cabernet Sauvignon,Davies,94 Points,2019.0
153,153,Lineage 2019 L'Autre Côte Cabernet Franc (Livermore Valley),$98 ,13.0,750,Red,Central Coast,Cabernet Franc,Lineage,94 Points,2019.0
154,154,Earthshine 2018 Cabernet Sauvignon (Atlas Peak),$140 ,14.0,750,Red,Napa,Cabernet Sauvignon,Earthshine,94 Points,2018.0
155,155,Eleven Eleven 2019 Laki's Vineyard Estate Cabernet Sauvignon (Oak Knoll District),$135 ,15.0,750,Red,Napa,Cabernet Sauvignon,Eleven Eleven,94 Points,2019.0
156,156,Muscardini 2019 Los Chamizal Vineyards Zinfandel (Moon Mountain District Sonoma County),$48 ,15.0,750,Red,Sonoma,Zinfandel,Muscardini,94 Points,2019.0
157,157,Pestoni Family 2018 Cabernet Sauvignon (Rutherford),$70 ,14.0,750,Red,Napa,Cabernet Sauvignon,Pestoni Family,94 Points,2018.0
158,158,Sandiha 2018 Reserve Cabernet Sauvignon (Howell Mountain),$150 ,13.0,750,Red,Napa,Cabernet Sauvignon,Sandiha,94 Points,2018.0
159,159,Raymond 2019 District Collection Cabernet Sauvignon (Yountville),$88 ,15.0,750,Red,Napa,Cabernet Sauvignon,Raymond,94 Points,2019.0
160,160,Three Sticks 2020 Durell Vineyard Pinot Noir (Sonoma Coast),$75 ,13.0,750,Red,Sonoma,Pinot Noir,Three Sticks,94 Points,2020.0
161,161,Tooth & Nail 2020 The Stand Petite Sirah (Paso Robles),$36 ,15.0,750,Red,Central Coast,Petite Sirah,Tooth & Nail,94 Points,2020.0
162,162,Topophilia 2021 NDA Vineyard Chardonnay (Sonoma Coast),$45 ,14.0,750,White,Sonoma,Chardonnay,Topophilia,94 Points,2021.0
163,163,Bodegas Bilbainas 2012 Viña Pomal Gran Reserva  (Rioja),$50 ,13.0,750,Red,Northern Spain,Tempranillo,Bodegas Bilbainas,94 Points,2012.0
164,164,Familia Chávarri 2015 Larchago  (Rioja),$25 ,14.0,750,Red,Northern Spain,Tempranillo,Familia Chávarri,94 Points,2015.0
165,165,Garcia de Olano 2017 Olanum Vendimia Seleccionada  (Rioja),$88 ,14.0,750,Red,Northern Spain,Tempranillo,Garcia de Olano,94 Points,2017.0
166,166,Jax 2021 Dutton Ranch Chardonnay (Russian River Valley),$40 ,13.0,750,White,Sonoma,Chardonnay,Jax,94 Points,2021.0
167,167,Mauro 2018 Terreus Paraje de Cueva Baja Tempranillo (Vino de la Tierra de Castilla y León),$165 ,14.0,750,Red,Northern Spain,Tempranillo,Mauro,94 Points,2018.0
168,168,Mirror 2020 Chardonnay (Petaluma Gap),$55 ,14.0,750,White,Sonoma,Chardonnay,Mirror,94 Points,2020.0
169,169,Stonestreet 2018 Estate Cabernet Sauvignon (Alexander Valley),$55 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Stonestreet,94 Points,2018.0
171,171,Madson 2021 Ascona Vineyard Pinot Noir (Santa Cruz Mountains),$60 ,12.0,750,Red,Central Coast,Pinot Noir,Madson,94 Points,2021.0
172,172,Medlock Ames 2019 Fifty Tons Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$110 ,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019.0
173,173,Stolpman 2020 Sun & Earth Ruben Solorzano Red (Ballard Canyon),$98 ,14.0,750,Red,Central Coast,Rhône-style Red Blend,Stolpman,94 Points,2020.0
174,174,Talley 2020 Rincon Chardonnay (Arroyo Grande Valley),$60 ,13.0,750,White,Central Coast,Chardonnay,Talley,94 Points,2020.0
175,175,Taub Family Vineyards 2018 Cabernet Sauvignon (Howell Mountain),$85 ,15.0,750,Red,Napa,Cabernet Sauvignon,Taub Family Vineyards,94 Points,2018.0
176,176,Cobden Wini 2019 Old Federal Vineyard Cabernet Sauvignon (Oakville),$98 ,14.0,750,Red,Napa,Cabernet Sauvignon,Cobden Wini,94 Points,2019.0
179,179,Raymond 2019 District Collection Cabernet Sauvignon (Atlas Peak),$110 ,15.0,750,Red,Napa,Cabernet Sauvignon,Raymond,94 Points,2019.0
180,180,Lasseter 2019 Paysage Red (Sonoma Valley),$62 ,15.0,750,Red,Sonoma,"Red Blends, Red Blends",Lasseter,94 Points,2019.0
181,181,Burtech Family 2018 Cabernet Sauvignon (Napa Valley),$85 ,14.0,750,Red,Napa,Cabernet Sauvignon,Burtech Family,94 Points,2018.0
183,183,Dutton-Goldfield 2019 Fox Den Vineyard Pinot Noir (Green Valley),$74 ,14.0,750,Red,Sonoma,Pinot Noir,Dutton-Goldfield,94 Points,2019.0
184,184,Future Perfect 2021 Portico Hills Vineyard Grenache (Santa Barbara County),$54 ,13.0,750,Red,Central Coast,Grenache,Future Perfect,94 Points,2021.0
186,186,Masi 2017 Costasera  (Amarone della Valpolicella Classico),$80 ,15.0,750,Red,Veneto,"Corvina, Rondinella, Molinara, Italian Red",Masi,94 Points,2017.0
188,188,Tablas Creek 2021 Patelin de Tablas Red (Paso Robles),$28 ,12.0,750,Red,Central Coast,Rhône-style Red Blend,Tablas Creek,94 Points,2021.0
189,189,Talley 2020 Oliver's Chardonnay (Edna Valley),$60 ,13.0,750,White,Central Coast,Chardonnay,Talley,94 Points,2020.0
190,190,Goldschmidt 2018 Game Ranch Cabernet Sauvignon (Oakville),$90 ,14.0,750,Red,Napa,Cabernet Sauvignon,Goldschmidt,94 Points,2018.0
191,191,Goldschmidt 2018 Yoeman Plus Cabernet Sauvignon (Alexander Valley),$120 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Goldschmidt,94 Points,2018.0
192,192,Smith and Sheth 2019 CRU Kawarau Pinot Noir (Central Otago),$50 ,13.0,750,Red,New Zealand,Pinot Noir,Smith and Sheth,94 Points,2019.0
194,194,Arrocal 2018 Reserva de Familia  (Ribera del Duero),$85 ,14.0,750,Red,Northern Spain,"Tinto Fino, Tempranillo",Arrocal,94 Points,2018.0
195,195,Cliff Lede 2019 High Fidelity Red (Napa Valley),$95 ,14.0,750,Red,Napa,"Red Blends, Red Blends",Cliff Lede,94 Points,2019.0
196,196,Clunia 2018 Finca El Rincón de Clunia Tempranillo (Vino de la Tierra de Castilla y León),$90 ,14.0,750,Red,Northern Spain,Tempranillo,Clunia,94 Points,2018.0
197,197,El Vinculo 2018 Crianza Tempranillo (La Mancha),$19 ,14.0,750,Red,Central Spain,Tempranillo,El Vinculo,94 Points,2018.0
198,198,Goldschmidt 2018 Yoeman Cabernet Sauvignon (Alexander Valley),$75 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Goldschmidt,94 Points,2018.0
199,199,Gómez de Segura 2017 Finca Ratón Reserva  (Rioja),$65 ,14.0,750,Red,Northern Spain,Tempranillo,Gómez de Segura,94 Points,2017.0
200,200,Kosta Browne 2019 Bootlegger's Hill Chardonnay (Russian River Valley),$165 ,14.0,750,White,Sonoma,Chardonnay,Kosta Browne,94 Points,2019.0
201,201,Lagana 2018 J & S Vineyards Cabernet Sauvignon (Walla Walla Valley (WA)),$40 ,13.0,750,Red,Columbia Valley,Cabernet Sauvignon,Lagana,94 Points,2018.0
202,202,Livius 2011  Rioja,$75 ,14.0,750,Red,Northern Spain,Tempranillo,Livius,94 Points,2011.0
203,203,Marqués de Murrieta 2017 Capellanía Viura (Rioja),$73 ,13.0,750,White,Northern Spain,"Viura, Spanish White",Marqués de Murrieta,94 Points,2017.0
204,204,Onix 2020 Classic Red (Priorat),$22 ,14.0,750,Red,Catalonia,"Red Blends, Red Blends",Onix,94 Points,2020.0
206,206,Valdelacierva 2018 Grano a Grano  (Rioja),$90 ,14.0,750,Red,Northern Spain,"Tempranillo Blend, Tempranillo",Valdelacierva,94 Points,2018.0
207,207,Hess Collection 2019 Mount Veeder Estate Grown Cabernet Sauvignon (Napa Valley),$90 ,14.0,750,Red,Napa,Cabernet Sauvignon,Hess Collection,94 Points,2019.0
208,208,Medlock Ames 2019 The Wedding Tree Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$110 ,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019.0
209,209,Talley 2020 Grenache (Arroyo Grande Valley),$60 ,14.0,750,Red,Central Coast,Grenache,Talley,94 Points,2020.0
210,210,Joseph Phelps 2019 Estate Grown Insignia Red (Napa Valley),$330 ,14.0,750,Red,Napa,Bordeaux-style Red Blend,Joseph Phelps,94 Points,2019.0
211,211,Kosta Browne 2019 Treehouse Vineyard Pinot Noir (Russian River Valley),$200 ,14.0,750,Red,Sonoma,Pinot Noir,Kosta Browne,94 Points,2019.0
212,212,Lineage 2019 Red (Livermore Valley),$175 ,14.0,750,Red,Central Coast,"Red Blends, Red Blends",Lineage,94 Points,2019.0
214,214,Dante Robere 2019 Purgatorio Red (Livermore Valley),$41 ,14.0,750,Red,Central Coast,"Cabernet Sauvignon-Petite Sirah, Red Blends",Dante Robere,94 Points,2019.0
215,215,Three Sticks 2020 Durell Vineyard Chardonnay (Sonoma Coast),$70 ,14.0,750,White,Sonoma,Chardonnay,Three Sticks,94 Points,2020.0
216,216,Zenato 2016 Cresasso Corvina (Veronese),$70 ,16.0,750,Red,Veneto,"Corvina, Italian Red",Zenato,94 Points,2016.0
217,217,Attems 2020 Cicinis Sauvignon Blanc (Collio),$30 ,13.0,750,White,Northeastern Italy,Sauvignon Blanc,Attems,94 Points,2020.0
218,218,Lincourt 2019 Annie Dyer Pinot Noir (Sta. Rita Hills),$66 ,14.0,750,Red,Central Coast,Pinot Noir,Lincourt,94 Points,2019.0
219,219,Sebastiani 2019 Cherryblock Cabernet Sauvignon (Sonoma Valley),$150 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Sebastiani,94 Points,2019.0
220,220,Emeritus 2019 Pinot Hill Pinot Noir (Sonoma Coast),$65 ,13.0,750,Red,Sonoma,Pinot Noir,Emeritus,94 Points,2019.0
221,221,Patz & Hall 2019 Pinot Noir (Sonoma Coast),$48 ,14.0,750,Red,Sonoma,Pinot Noir,Patz & Hall,94 Points,2019.0
222,222,Two Paddocks 2019 The Last Chance Pinot Noir (Central Otago),$80 ,13.0,750,Red,New Zealand,Pinot Noir,Two Paddocks,94 Points,2019.0
223,223,Alberto Orte 2015 Calma Crianza  (Rioja),$22 ,14.0,750,Red,Northern Spain,Tempranillo,Alberto Orte,94 Points,2015.0
224,224,Beronia 2013 Gran Reserva  (Rioja),$30 ,14.0,750,Red,Northern Spain,Tempranillo,Beronia,94 Points,2013.0
225,225,Familia Chávarri 2011 Izarbe Reserva  (Rioja),$35 ,14.0,750,Red,Northern Spain,Tempranillo,Familia Chávarri,94 Points,2011.0
226,226,Finca Allende 2015  Rioja,$30 ,14.0,750,Red,Northern Spain,Tempranillo,Finca Allende,94 Points,2015.0
227,227,Fort Ross Vineyard 2019 Fort Ross Vineyard Chardonnay (Fort Ross-Seaview),$48 ,13.0,750,White,Sonoma,Chardonnay,Fort Ross Vineyard,94 Points,2019.0
228,228,Mauritson 2019 Positas Cabernet Sauvignon (Sonoma County),$95 ,14.0,750,Red,Sonoma,Cabernet Sauvignon,Mauritson,94 Points,2019.0
229,229,Terre Rouge 2019 High Slopes Syrah (Sierra Foothills),$48 ,14.0,750,Red,Sierra Foothills,Syrah,Terre Rouge,94 Points,2019.0
230,230,La Casaccia Di Franceschi 2019 San Leopoldo Merlot (Rosso di Toscana),$110 ,14.0,750,Red,Tuscany,Merlot,La Casaccia Di Franceschi,94 Points,2019.0
231,231,Medlock Ames 2019 The Flag Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),$200 ,15.0,750,Red,Sonoma,Cabernet Sauvignon,Medlock Ames,94 Points,2019.0
233,233,MacRostie 2020 Nightwing Vineyard Chardonnay (Petaluma Gap),$48 ,14.0,750,White,Sonoma,Chardonnay,MacRostie,94 Points,2020.0
234,234,Rusack 2019 Mt. Carmel Vineyard Chardonnay (Sta. Rita Hills),$55 ,13.0,750,White,Central Coast,Chardonnay,Rusack,94 Points,2019.0
